연번,호선,역명,소요시간,역간거리(km),호선별누계(km),위도,경도
50,2,신촌,02:00,1.3,45.2,37.55519816936644,126.93698075993808
51,2,이대,01:00,0.8,46.0,37.556814718869,126.94642954546576
52,2,아현,01:00,0.9,46.9,37.5445416897534,126.951451177648
53,2,충정로,01:30,0.8,47.7,37.56042867918723,126.96303964820936
54,2,시청,01:30,1.1,48.8,37.56534539636417,126.97719821079863
55,2,용답,03:00,2.3,51.1,37.5616038910656,127.06370373106944
56,2,신답,01:30,1.0,52.1,37.5698386846442,127.047080117369
57,2,용두,01:30,0.9,53.0,37.5740621283646,127.038275698211
58,2,신설동,01:30,1.2,54.2,37.5760299683175,127.024456700382
59,2,도림천,01:30,1.0,55.2,37.5145080414761,126.882649092584
60,2,양천구청,02:30,1.7,56.9,37.5123888716808,126.865722369229
61,2,신정네거리,03:00,1.9,58.8,37.5202231231721,126.852889567642
62,2,까치산,02:30,1.4,60.2,37.5322306724471,126.846444264065
63,3,지축,00:00,0.0,0.0,37.6481486423031,126.913854269202
64,3,구파발,03:00,1.5,1.5,37.6364357889145,126.918852820009
65,3,연신내,02:00,2.0,3.5,37.6192032466353,126.921100704496
66,3,불광,01:30,1.3,4.8,37.6192032466353,126.921100704496
67,3,녹번,01:30,1.1,5.9,37.6008067681825,126.935828008217
68,3,홍제,02:00,1.6,7.5,37.5887953806088,126.944158007985
69,3,무악재,01:30,0.9,8.4,37.5825632263526,126.950230954136
70,3,독립문,01:30,1.1,9.5,37.57446627898665,126.95791371132584
71,3,경복궁,02:00,1.6,11.1,37.5758061234865,126.973691352767
72,3,안국,01:30,1.1,12.2,37.57650192060523,126.9854214322866
73,3,종로3가,01:30,1.0,13.2,37.570420844523,126.992153252476
74,3,을지로3가,01:00,0.6,13.8,37.56629149790628,126.99098443539428
75,3,충무로,01:00,0.7,14.5,37.56139658395457,126.99414960395544
76,3,동대입구,01:30,0.9,15.4,37.55905581925076,127.00531600900922
77,3,약수,01:00,0.7,16.1,37.5545053994984,127.010891666957
78,3,금호,01:00,0.8,16.9,37.548260922874086,127.01582916945284
79,3,옥수,01:00,0.8,17.7,37.5415662783673,127.017393782846
80,3,압구정,02:00,2.1,19.8,37.52649127416921,127.02850865895756
81,3,신사,02:00,1.5,21.3,37.51643597531432,127.02030856272764
82,3,잠원,01:30,0.9,22.2,37.5081614290284,127.011586161943
83,3,고속터미널,01:30,1.2,23.4,37.50454885557265,127.00512100872538
84,3,교대,02:00,1.6,25.0,37.4927431676548,127.013867969161
85,3,남부터미널,01:30,0.9,25.9,37.4851996335293,127.01620028391
86,3,양재,02:00,1.8,27.7,37.4834655780476,127.035154074503
87,3,매봉,02:00,1.2,28.9,37.4869394661317,127.046711448388
88,3,도곡,01:30,0.8,29.7,37.48457681195669,127.03416413380752
89,3,대치,01:00,0.8,30.5,37.4962857047653,127.052909749417
90,3,학여울,01:00,0.8,31.3,37.4968851977644,127.071166599707
91,3,대청,01:30,0.9,32.2,37.49370832148055,127.07952812085006
92,3,일원,01:30,1.2,33.4,37.4839886684666,127.084129757128
93,3,수서,02:00,1.8,35.2,37.487459640349336,127.1020587435978
94,3,가락시장,02:00,1.4,36.6,37.4930992522183,127.118262745146
95,3,경찰병원,01:00,0.8,37.4,37.4960049150853,127.124482397777
96,3,오금,01:00,0.8,38.2,37.5021388575469,127.127953219596
97,4,당고개,00:00,0.0,0.0,,
98,4,상계,01:30,1.2,1.2,37.6563403513278,127.063449137455
99,4,노원,01:30,1.0,2.2,37.61500552731744,127.06568946412852
100,4,창동,02:00,1.4,3.6,37.6485426057036,127.03465609756
101,4,쌍문,01:30,1.3,4.9,37.6485426057036,127.03465609756
102,4,수유,02:00,1.5,6.4,37.63788539420793,127.02550910860452
103,4,미아,01:30,1.4,7.8,37.61327836400571,127.03008663628454
104,4,미아사거리 ,02:00,1.5,9.3,,
105,4,길음,01:30,1.3,10.6,37.60339478231664,127.02506019737066
106,4,성신여대입구,02:00,1.4,12.0,37.59296812939267,127.0171260607647
107,4,한성대입구,01:30,1.0,13.0,37.58842461354086,127.0060178168558
108,4,혜화,01:30,0.9,13.9,37.58204391787134,127.00194500977392
109,4,동대문,02:00,1.5,15.4,37.5616038910656,127.06370373106944
110,4,동대문역사문화공원,01:00,0.7,16.1,37.56566440553802,127.00900417014896
111,4,충무로,02:00,1.3,17.4,37.56139658395457,126.99414960395544
112,4,명동,01:00,0.7,18.1,37.56096526943837,126.98640235001736
113,4,회현,01:00,0.7,18.8,37.55876114587941,126.9784372569283
114,4,서울역,01:30,0.9,19.7,37.55597933890212,126.97209238331357
115,4,숙대입구,01:30,1.0,20.7,37.5445952301115,126.972118127373
116,4,삼각지,01:30,1.2,21.9,37.5344393447708,126.972922951307
117,4,신용산,01:00,0.7,22.6,37.5292591489375,126.967965039183
118,4,이촌,01:30,1.3,23.9,37.52241291408466,126.973543820854
119,4,동작,03:00,2.7,26.6,37.47656223234824,126.98155858357366
120,4,총신대입구,02:30,1.8,28.4,37.4867995957995,126.982211871752
121,4,사당,01:30,1.1,29.5,37.47656223234824,126.98155858357366
122,4,남태령,01:30,1.6,31.1,37.4642499558525,126.989085267707
123,5,방화,00:00,0.0,0.0,37.56196757232288,126.80191361988808
124,5,개화산,01:30,0.9,0.9,37.5725371505293,126.806814314979
125,5,김포공항,01:40,1.2,2.1,37.56196757232288,126.80191361988808
126,5,송정,02:10,1.2,3.3,35.13749210013527,126.7915362644601
127,5,마곡,01:30,1.1,4.4,37.5667126094974,126.827420928424
128,5,발산,01:40,1.2,5.6,37.5586777432416,126.83773640693936
129,5,우장산,01:30,1.1,6.7,37.54881618721654,126.83632627213518
130,5,화곡,01:30,1.0,7.7,37.5416507925709,126.840455026335
131,5,까치산,01:30,1.2,8.9,37.5322306724471,126.846444264065
132,5,신정,01:50,1.3,10.2,37.5202231231721,126.852889567642
133,5,목동,01:10,0.8,11.0,37.5245340839144,126.875307312696
134,5,오목교,01:20,0.9,11.9,37.5245340839144,126.875307312696
135,5,양평,01:20,1.0,12.9,37.5459634283124,127.329138380916
136,5,영등포구청,01:10,0.8,13.7,37.5258305311402,126.89667739939
137,5,영등포시장,01:10,0.9,14.6,37.522709383885,126.905179566968
138,5,신길,01:30,1.1,15.7,37.51678703217714,126.91836721069228
139,5,여의도,01:30,1.0,16.7,37.5211700890445,126.92466104293
140,5,여의나루,01:20,1.0,17.7,37.5271469489465,126.93298596744
141,5,마포,02:00,1.8,19.5,37.5568707448873,126.923778562273
142,5,공덕,01:10,0.8,20.3,37.5445416897534,126.951451177648
143,5,애오개,01:20,1.1,21.4,37.5534131497489,126.956669363197
144,5,충정로,01:20,0.9,22.3,37.56042867918723,126.96303964820936
145,5,서대문,01:00,0.7,23.0,37.55519816936644,126.93698075993808
146,5,광화문,01:30,1.1,24.1,37.57164860977568,126.97642427981408
147,5,종로3가,01:40,1.2,25.3,37.570420844523,126.992153252476
148,5,을지로4가,01:40,1.0,26.3,37.5666405038268,126.997632059113
149,5,동대문역사문화공원,01:30,0.9,27.2,37.56566440553802,127.00900417014896
150,5,청구,01:20,0.9,28.1,37.5609165488093,127.014165812912
151,5,신금호,01:30,0.9,29.0,37.55447619249223,127.02049316578317
152,5,행당,01:20,0.9,29.9,37.561268363317176,127.03710337610202
153,5,왕십리,01:10,0.9,30.8,37.561268363317176,127.03710337610202
154,5,마장,01:00,0.7,31.5,37.5661389565959,127.042984855663
155,5,답십리,01:40,1.0,32.5,37.56697480965114,127.05256127651292
156,5,장한평,01:40,1.2,33.7,37.5616038910656,127.06370373106944
157,5,군자,01:40,1.5,35.2,37.55715148883792,127.0795106156054
158,5,아차산,01:30,1.0,36.2,37.55224917071854,127.08956495447912
159,5,광나루,01:50,1.5,37.7,37.5452991715677,127.103521464507
160,5,천호,02:10,2.0,39.7,37.5385112120297,127.12392845044
161,5,강동,01:10,0.8,40.5,37.5385112120297,127.12392845044
162,5,길동,01:30,0.9,41.4,37.5378264874159,127.140021295948
163,5,굽은다리,01:10,0.8,42.2,37.54551759022203,127.14288387331295
164,5,명일,01:10,0.8,43.0,37.5513978958277,127.14404374474
165,5,고덕,01:40,1.2,44.2,37.55504766830918,127.15416500963448
166,5,상일동,01:40,1.1,45.3,37.5566778757215,127.165905758209
167,5,강일,01:50,0.8,46.1,37.5574259795986,127.175680183486
168,5,미사,01:50,1.7,47.8,37.562991348199,127.192490980441
169,5,하남풍산,02:30,2.1,49.9,,
170,5,하남시청,01:50,1.3,51.2,37.5419775122576,127.206298162203
171,5,하남검단산,02:30,1.6,52.8,37.5398032640088,127.223219337317
172,5,둔촌동,01:50,1.2,54.0,37.52765684247226,127.13621464981398
173,5,올림픽공원,01:40,1.4,55.4,37.5163389870117,127.130963675401
174,5,방이,01:20,0.8,56.2,37.5163389870117,127.130963675401
175,5,오금,01:20,0.9,57.1,37.5021388575469,127.127953219596
176,5,개롱,01:10,0.9,58.0,37.49796827838824,127.13507959838424
177,5,거여,01:20,0.9,58.9,37.4933304500736,127.143773841911
178,5,마천,01:30,0.9,59.8,37.4950381629493,127.152859864985
179,6,응암,00:00,0.0,0.0,37.5984928632876,126.9155399209037
180,6,역촌,01:40,1.1,1.1,37.61124669148435,126.91725947715172
181,6,불광,01:20,0.8,1.9,37.6192032466353,126.921100704496
182,6,독바위,01:20,0.9,2.8,37.6184141599944,126.933053652461
183,6,연신내,02:10,1.4,4.2,37.6192032466353,126.921100704496
184,6,구산,01:20,0.9,5.1,37.61124669148435,126.91725947715172
185,6,응암,02:00,1.5,6.6,37.5984928632876,126.9155399209037
186,6,새절,01:20,0.9,7.5,37.5908600479967,126.913580663181
187,6,증산,01:20,0.9,8.4,37.57601374718818,126.90127778415636
188,6,디지털미디어시티,01:20,1.1,9.5,37.57601374718818,126.90127778415636
189,6,월드컵경기장,01:10,0.8,10.3,37.5696355653344,126.899098148061
190,6,마포구청,01:10,0.8,11.1,37.5634871865932,126.903425598797
191,6,망원,01:20,1.0,12.1,37.5560826563712,126.910094329982
192,6,합정,01:20,0.8,12.9,37.54991315995173,126.91445406513526
193,6,상수,01:10,0.8,13.7,37.54776618366393,126.92242989321456
194,6,광흥창,01:10,0.9,14.6,37.54748648317645,126.93202965599583
195,6,대흥,01:30,1.0,15.6,36.32866530912132,127.4258281669503
196,6,공덕,01:20,0.9,16.5,37.5445416897534,126.951451177648
197,6,효창공원앞,01:20,0.9,17.4,37.5393087503306,126.96139810075
198,6,삼각지,01:30,1.2,18.6,37.5344393447708,126.972922951307
199,6,녹사평,01:40,1.1,19.7,37.5347227952064,126.9865496751
200,6,이태원,01:10,0.8,20.5,37.5345252050511,126.994333861918
201,6,한강진,01:30,1.0,21.5,37.5397907743775,127.001765135176
202,6,버티고개,01:30,1.0,22.5,37.5478275106099,127.006730866101
203,6,약수,01:10,0.7,23.2,37.5545053994984,127.010891666957
204,6,청구,01:10,0.8,24.0,37.5609165488093,127.014165812912
205,6,신당,01:10,0.7,24.7,37.5545053994984,127.010891666957
206,6,동묘앞,01:00,0.6,25.3,37.5732166600283,127.016364227103
207,6,창신,01:20,0.9,26.2,37.571669405802616,127.01063381083677
208,6,보문,01:10,0.8,27.0,37.585541696968,127.020003515933
209,6,안암,01:10,0.9,27.9,37.586307417971,127.029233420248
210,6,고려대,01:10,0.8,28.7,37.59044191064368,127.03630828564728
211,6,월곡,01:40,1.4,30.1,37.6018044172918,127.041460725816
212,6,상월곡,01:10,0.8,30.9,37.6065588265169,127.048829192974
213,6,돌곶이,01:10,0.8,31.7,37.61054501416126,127.0564381246322
214,6,석계,01:20,1.0,32.7,37.61500552731744,127.06568946412852
215,6,태릉입구,01:10,0.8,33.5,37.618459513199,127.075405300578
216,6,화랑대,01:10,0.9,34.4,37.61984245540276,127.08354181123268
217,6,봉화산,01:20,0.7,35.1,37.617350836302734,127.09136011564394
218,6,신내역,04:30,1.3,36.4,,
219,7,장암,00:00,0.0,0.0,37.699956566426,127.052818310578
220,7,도봉산,04:30,1.4,1.4,37.68951167833238,127.04606271663916
221,7,수락산,02:20,1.6,3.0,37.6778814656816,127.055350968781
222,7,마들,02:00,1.4,4.4,37.6652017465321,127.057712619869
223,7,노원,01:30,1.2,5.6,37.61500552731744,127.06568946412852
224,7,중계,01:20,1.1,6.7,37.6450921230569,127.06411035896
225,7,하계,01:10,1.0,7.7,37.6364765391858,127.067991278758
226,7,공릉,01:30,1.3,9.0,37.618459513199,127.075405300578
227,7,태릉입구,01:00,0.8,9.8,37.618459513199,127.075405300578
228,7,먹골,01:10,0.9,10.7,37.6106193846197,127.077762187968
229,7,중화,01:20,0.9,11.6,37.6025526943256,127.079312037122
230,7,상봉,01:50,1.0,12.6,37.5992960295399,127.092367383432
231,7,면목,01:10,0.8,13.4,37.5809403751459,127.088504554212
232,7,사가정,01:10,0.9,14.3,37.5809403751459,127.088504554212
233,7,용마산,01:10,0.8,15.1,37.57366797492471,127.08671982507776
234,7,중곡,01:20,0.9,16.0,37.55745501860533,127.07966825326926
235,7,군자,01:20,1.1,17.1,37.55715148883792,127.0795106156054
236,7,어린이대공원,01:20,1.1,18.2,37.54796087622509,127.07465525507352
237,7,건대입구,01:20,0.8,19.0,37.54040751726388,127.06920291650827
238,7,자양,01:30,1.0,20.0,37.54040751726388,127.06920291650827
239,7,청담,02:30,2.0,22.0,37.519455579961,127.053717937903
240,7,강남구청,01:30,1.1,23.1,37.51721617197854,127.0413109462156
241,7,학동,01:10,0.9,24.0,35.1393018227168,126.922978672689
242,7,논현,01:20,1.0,25.0,37.51643597531432,127.02030856272764
243,7,반포,01:10,0.9,25.9,37.50454885557265,127.00512100872538
244,7,고속터미널,01:30,0.9,26.8,37.50454885557265,127.00512100872538
245,7,내방,02:30,2.2,29.0,35.15159570722761,126.8695383730574
246,7,이수,01:30,1.0,30.0,37.48528852311765,126.98167629035196
247,7,남성,01:20,1.0,31.0,37.484793511299706,126.9709102006532
248,7,숭실대입구,02:30,2.0,33.0,37.4963172817574,126.953621963422
249,7,상도,01:10,0.9,33.9,37.5048990621814,126.939072381356
250,7,장승배기,02:30,0.9,34.8,37.5048990621814,126.939072381356
251,7,신대방삼거리,01:50,1.2,36.0,37.49975722890856,126.92821094566963
252,7,보라매,01:10,0.8,36.8,37.49992085496506,126.92061230710924
253,7,신풍,02:20,0.9,37.7,37.5001229935524,126.90975434386
254,7,대림,02:00,1.4,39.1,37.4928430008915,126.896722858042
255,7,남구로,01:30,1.1,40.2,37.48625714438263,126.88741505160267
256,7,가산디지털단지,01:20,0.8,41.0,37.4803959660982,126.882661758356
257,7,철산,02:00,1.4,42.4,37.4761928424537,126.868211027014
258,7,광명사거리,01:50,1.3,43.7,37.4792983082726,126.854873735158
259,7,천왕,02:00,1.7,45.4,37.48685558277736,126.83860534807998
260,7,온수,02:20,1.5,46.9,37.4919675365056,126.823847928009
261,8,암사역사공원,00:00,0.0,0.0,37.5571837185175,127.137563111896
262,8,암사,01:30,1.1,1.1,37.55015818096496,127.12754072968517
263,8,천호,01:30,1.3,2.4,37.5385112120297,127.12392845044
264,8,강동구청,01:20,0.9,3.3,37.5302111983522,127.12044373032
265,8,몽촌토성,02:00,1.6,4.9,37.5178055794687,127.11286534895456
266,8,잠실,01:10,0.8,5.7,37.5116263587296,127.086314327913
267,8,석촌,01:50,1.2,6.9,37.5054141216925,127.107004062699
268,8,송파,01:10,0.9,7.8,37.51331105877401,127.10023101886318
269,8,가락시장,01:10,0.8,8.6,37.4930992522183,127.118262745146
270,8,문정,01:10,0.9,9.5,37.4860310539381,127.122484886901
271,8,장지,01:10,0.9,10.4,37.47074367341675,127.12672175187316
272,8,복정,01:10,0.9,11.3,37.4627230752808,127.139350997519
273,8,남위례,01:50,1.5,12.8,37.4627230752808,127.139350997519
274,8,산성,01:40,1.2,14.0,37.45688146871903,127.14994186233623
275,8,남한산성입구,02:10,1.3,15.3,37.4516686968693,127.159882577768
276,8,단대오거리,01:10,0.8,16.1,37.44502248894697,127.156769790167
277,8,신흥,01:10,0.8,16.9,37.4409230460675,127.147538132656
278,8,수진,01:10,0.9,17.8,37.4340382896277,127.129970457799
279,8,모란,01:30,1.0,18.8,37.4340382896277,127.129970457799
